# Перепись индексации по адресам карты сайта; обновляется ПО КРУГУ, у каждого адреса своя дата проверки. Считать по verdict (enum), НЕ по coverage: coverage — человекочитаемая строка без объявленного набора значений
# Снято ботом 2026-09-08. Правки руками будут стёрты следующим прогоном.
site,url,verdict,coverage,fetch_state,robots,last_crawl,checked
mileagecurve,https://mileagecurve.com/ford/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-30,2026-09-08
mileagecurve,https://mileagecurve.com/gmc/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/honda/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/hyundai/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/infiniti/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-05,2026-09-08
mileagecurve,https://mileagecurve.com/jeep/,NEUTRAL,Discovered - currently not indexed,PAGE_FETCH_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,,2026-09-08
mileagecurve,https://mileagecurve.com/kia/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/lexus/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-01,2026-09-08
mileagecurve,https://mileagecurve.com/lincoln/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-03,2026-09-08
mileagecurve,https://mileagecurve.com/mazda/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/mercury/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-04,2026-09-08
mileagecurve,https://mileagecurve.com/mitsubishi/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/nissan/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/oldsmobile/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/pontiac/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/saturn/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/subaru/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/toyota/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-06,2026-09-08
mileagecurve,https://mileagecurve.com/volkswagen/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/volvo/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/ford-f-150-1992-1996/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/ford-f-150-1997-2003/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/ford-f-150-2004-2008/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/ford-f-150-2009-2014/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/ford-f-150-2015-2020/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-02,2026-09-08
mileagecurve,https://mileagecurve.com/chevrolet-malibu-1997-2003/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-01,2026-09-08
mileagecurve,https://mileagecurve.com/chevrolet-malibu-2004-2007/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/chevrolet-malibu-2008-2012/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-02,2026-09-08
mileagecurve,https://mileagecurve.com/chevrolet-malibu-2013-2015/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/chevrolet-malibu-2016-2025/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-camry-1992-1996/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-camry-1997-2001/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-camry-2002-2006/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-camry-2007-2011/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-camry-2012-2017/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/chrysler-town-and-country-1996-2000/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/chrysler-town-and-country-2001-2007/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-02,2026-09-08
mileagecurve,https://mileagecurve.com/chrysler-town-and-country-2008-2016/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-01,2026-09-08
mileagecurve,https://mileagecurve.com/nissan-rogue-2008-2013/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/nissan-rogue-2014-2020/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/chevrolet-impala-2000-2005/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/chevrolet-impala-2006-2013/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-21,2026-09-08
mileagecurve,https://mileagecurve.com/chevrolet-impala-2014-2020/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-01,2026-09-08
mileagecurve,https://mileagecurve.com/honda-odyssey-1999-2004/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/honda-odyssey-2005-2010/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-04,2026-09-08
mileagecurve,https://mileagecurve.com/honda-odyssey-2011-2017/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/ford-mustang-1994-2004/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/ford-mustang-2005-2014/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/ford-mustang-2015-2023/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/subaru-outback-1995-1999/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/subaru-outback-2000-2004/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/subaru-outback-2005-2009/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/subaru-outback-2010-2014/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/subaru-outback-2015-2019/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/chevrolet-traverse-2009-2017/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/ford-explorer-1991-1994/,NEUTRAL,Crawled - currently not indexed,SUCCESSFUL,ALLOWED,2026-08-12,2026-09-08
mileagecurve,https://mileagecurve.com/ford-explorer-1995-2001/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/ford-explorer-2002-2005/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/ford-explorer-2006-2010/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/ford-explorer-2011-2019/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/honda-accord-1994-1997/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/honda-accord-1998-2002/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/honda-accord-2003-2007/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-15,2026-09-08
mileagecurve,https://mileagecurve.com/honda-accord-2008-2012/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-01,2026-09-08
mileagecurve,https://mileagecurve.com/honda-accord-2013-2017/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/honda-cr-v-1997-2001/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-05,2026-09-08
mileagecurve,https://mileagecurve.com/honda-cr-v-2002-2006/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/honda-cr-v-2007-2011/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/honda-cr-v-2012-2016/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/honda-cr-v-2017-2022/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-01,2026-09-08
mileagecurve,https://mileagecurve.com/ford-edge-2007-2014/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/ford-edge-2015-2024/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-corolla-1998-2002/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-corolla-2003-2008/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-03,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-corolla-2009-2013/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-21,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-corolla-2014-2019/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/hyundai-elantra-1996-2000/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/hyundai-elantra-2001-2006/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-01,2026-09-08
mileagecurve,https://mileagecurve.com/hyundai-elantra-2007-2010/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-01,2026-09-08
mileagecurve,https://mileagecurve.com/hyundai-elantra-2011-2016/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/chevrolet-tahoe-1995-1999/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/chevrolet-tahoe-2000-2006/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/chevrolet-tahoe-2007-2014/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/chevrolet-tahoe-2015-2020/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-12,2026-09-08
mileagecurve,https://mileagecurve.com/kia-optima-2001-2005/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/kia-optima-2006-2010/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-02,2026-09-08
mileagecurve,https://mileagecurve.com/kia-optima-2011-2015/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/dodge-charger-2006-2010/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/dodge-charger-2011-2023/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/gmc-acadia-2007-2016/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/jeep-grand-cherokee-1993-1998/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-01,2026-09-08
mileagecurve,https://mileagecurve.com/jeep-grand-cherokee-1999-2004/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-01,2026-09-08
mileagecurve,https://mileagecurve.com/jeep-grand-cherokee-2005-2010/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-01,2026-09-08
mileagecurve,https://mileagecurve.com/jeep-grand-cherokee-2011-2020/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-02,2026-09-08
mileagecurve,https://mileagecurve.com/chevrolet-silverado-1500-1988-1998/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/chevrolet-silverado-1500-1999-2006/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-21,2026-09-08
mileagecurve,https://mileagecurve.com/chevrolet-silverado-1500-2007-2013/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/chevrolet-silverado-1500-2014-2018/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-01,2026-09-08
mileagecurve,https://mileagecurve.com/nissan-altima-1998-2001/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/nissan-altima-2002-2006/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/nissan-altima-2007-2012/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/nissan-altima-2013-2018/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/jeep-cherokee-1984-2001/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-01,2026-09-08
mileagecurve,https://mileagecurve.com/jeep-cherokee-2014-2023/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-rav4-2001-2005/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-16,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-rav4-2006-2012/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-rav4-2013-2018/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/nissan-sentra-2000-2006/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-01,2026-09-08
mileagecurve,https://mileagecurve.com/nissan-sentra-2007-2012/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/nissan-sentra-2013-2019/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/chevrolet-cruze-2011-2015/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/dodge-ram-1500-1994-2001/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/dodge-ram-1500-2002-2008/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/dodge-ram-1500-2009-2010/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/ford-taurus-1996-1999/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/ford-taurus-2000-2007/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/ford-taurus-2008-2009/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/ford-taurus-2010-2019/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/hyundai-tucson-2005-2009/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/hyundai-tucson-2010-2015/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/hyundai-tucson-2016-2021/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/ford-escape-2001-2007/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-21,2026-09-08
mileagecurve,https://mileagecurve.com/ford-escape-2008-2012/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/ford-escape-2013-2019/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/hyundai-sonata-1999-2005/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-26,2026-09-08
mileagecurve,https://mileagecurve.com/hyundai-sonata-2006-2010/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/hyundai-sonata-2011-2014/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/hyundai-sonata-2015-2019/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/dodge-durango-1998-2003/,NEUTRAL,Discovered - currently not indexed,PAGE_FETCH_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,,2026-09-08
mileagecurve,https://mileagecurve.com/dodge-durango-2004-2009/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/dodge-durango-2011-2025/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/dodge-grand-caravan-1996-2000/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/dodge-grand-caravan-2001-2007/,NEUTRAL,Crawled - currently not indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/dodge-grand-caravan-2008-2020/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-15,2026-09-08
mileagecurve,https://mileagecurve.com/chevrolet-equinox-2005-2009/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-01,2026-09-08
mileagecurve,https://mileagecurve.com/chevrolet-equinox-2010-2017/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/kia-sorento-2003-2009/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/kia-sorento-2011-2015/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/kia-sorento-2016-2020/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-highlander-2001-2007/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-highlander-2008-2013/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-highlander-2014-2019/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-05,2026-09-08
mileagecurve,https://mileagecurve.com/kia-soul-2010-2013/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-03,2026-09-08
mileagecurve,https://mileagecurve.com/kia-soul-2014-2019/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-01,2026-09-08
mileagecurve,https://mileagecurve.com/volkswagen-jetta-1993-1998/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/volkswagen-jetta-1999-2004/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/volkswagen-jetta-2005-2010/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-01,2026-09-08
mileagecurve,https://mileagecurve.com/volkswagen-jetta-2011-2018/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/bmw-3-series-1999-2005/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-03,2026-09-08
mileagecurve,https://mileagecurve.com/bmw-3-series-2006-2011/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/ford-focus-2000-2007/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/ford-focus-2008-2011/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/ford-focus-2012-2018/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-30,2026-09-08
mileagecurve,https://mileagecurve.com/jeep-wrangler-1997-2006/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-04,2026-09-08
mileagecurve,https://mileagecurve.com/jeep-wrangler-2007-2017/,NEUTRAL,Crawled - currently not indexed,SUCCESSFUL,ALLOWED,2026-08-21,2026-09-08
mileagecurve,https://mileagecurve.com/honda-civic-1996-2000/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/honda-civic-2001-2005/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-01,2026-09-08
mileagecurve,https://mileagecurve.com/honda-civic-2006-2011/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/honda-civic-2012-2015/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/honda-civic-2016-2021/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-prius-2001-2003/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-prius-2004-2009/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-03,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-prius-2010-2015/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-prius-2016-2022/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-01,2026-09-08
mileagecurve,https://mileagecurve.com/nissan-pathfinder-1987-1995/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/nissan-pathfinder-1996-2004/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/nissan-pathfinder-2005-2012/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/nissan-pathfinder-2013-2020/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-01,2026-09-08
mileagecurve,https://mileagecurve.com/chevrolet-trailblazer-2002-2009/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/ford-fiesta-2011-2019/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-sienna-1998-2003/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-sienna-2004-2010/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-sienna-2011-2020/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/subaru-forester-1998-2002/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-03,2026-09-08
mileagecurve,https://mileagecurve.com/subaru-forester-2003-2008/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-02,2026-09-08
mileagecurve,https://mileagecurve.com/subaru-forester-2009-2013/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/subaru-forester-2014-2018/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/cadillac-escalade-2002-2006/,NEUTRAL,Crawled - currently not indexed,SUCCESSFUL,ALLOWED,2026-08-14,2026-09-08
mileagecurve,https://mileagecurve.com/cadillac-escalade-2007-2014/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/ford-fusion-2006-2012/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-01,2026-09-08
