# Перепись индексации по адресам карты сайта; обновляется ПО КРУГУ, у каждого адреса своя дата проверки. Считать по verdict (enum), НЕ по coverage: coverage — человекочитаемая строка без объявленного набора значений
# Снято ботом 2026-09-08. Правки руками будут стёрты следующим прогоном.
site,url,verdict,coverage,fetch_state,robots,last_crawl,checked
mileagecurve,https://mileagecurve.com/ford-fusion-2013-2020/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/nissan-maxima-1995-1999/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/nissan-maxima-2000-2003/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/nissan-maxima-2004-2008/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/nissan-maxima-2009-2014/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/ford-expedition-1997-2002/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/ford-expedition-2003-2006/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/ford-expedition-2007-2017/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/honda-pilot-2003-2008/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/honda-pilot-2009-2015/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/honda-pilot-2016-2022/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/chevrolet-cobalt-2005-2010/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-tacoma-1995-2004/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-21,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-tacoma-2005-2015/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-tacoma-2016-2023/,NEUTRAL,Crawled - currently not indexed,SUCCESSFUL,ALLOWED,2026-09-02,2026-09-08
mileagecurve,https://mileagecurve.com/gmc-sierra-1500-1999-2006/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-01,2026-09-08
mileagecurve,https://mileagecurve.com/gmc-sierra-1500-2007-2013/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/gmc-sierra-1500-2014-2018/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/mazda-mazda3-2004-2009/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/mazda-mazda3-2010-2013/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/mazda-mazda3-2014-2018/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/volkswagen-passat-1995-1997/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-15,2026-09-08
mileagecurve,https://mileagecurve.com/volkswagen-passat-1998-2005/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-21,2026-09-08
mileagecurve,https://mileagecurve.com/volkswagen-passat-2006-2010/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/volkswagen-passat-2012-2022/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/chrysler-200-2011-2014/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/chrysler-200-2015-2017/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/jeep-liberty-2002-2007/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/jeep-liberty-2008-2012/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/chevrolet-suburban-1992-1999/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/chevrolet-suburban-2000-2006/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-21,2026-09-08
mileagecurve,https://mileagecurve.com/chevrolet-suburban-2007-2014/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-02,2026-09-08
mileagecurve,https://mileagecurve.com/chevrolet-suburban-2015-2020/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/ford-ranger-1993-1997/,NEUTRAL,Crawled - currently not indexed,SUCCESSFUL,ALLOWED,2026-09-01,2026-09-08
mileagecurve,https://mileagecurve.com/ford-ranger-1998-2011/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/nissan-versa-2007-2011/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-02,2026-09-08
mileagecurve,https://mileagecurve.com/nissan-versa-2012-2019/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-03,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-tundra-2000-2006/,NEUTRAL,Discovered - currently not indexed,PAGE_FETCH_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-tundra-2007-2021/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/honda-fit-2007-2008/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/honda-fit-2009-2013/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/honda-fit-2015-2020/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/kia-forte-2010-2013/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-21,2026-09-08
mileagecurve,https://mileagecurve.com/kia-forte-2014-2018/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/jeep-compass-2007-2016/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/pontiac-g6-2005-2010/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/chrysler-pacifica-2004-2008/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/chrysler-pacifica-2017-2025/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-01,2026-09-08
mileagecurve,https://mileagecurve.com/dodge-journey-2009-2020/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/buick-enclave-2008-2017/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/hyundai-santa-fe-2001-2006/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/hyundai-santa-fe-2007-2012/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/hyundai-santa-fe-2013-2018/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/nissan-murano-2003-2007/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/nissan-murano-2009-2014/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-02,2026-09-08
mileagecurve,https://mileagecurve.com/nissan-murano-2015-2024/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-01,2026-09-08
mileagecurve,https://mileagecurve.com/chevrolet-camaro-1993-2002/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-02,2026-09-08
mileagecurve,https://mileagecurve.com/chevrolet-camaro-2010-2015/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-4runner-1996-2002/,NEUTRAL,Discovered - currently not indexed,PAGE_FETCH_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-4runner-2003-2009/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-4runner-2010-2024/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-02,2026-09-08
mileagecurve,https://mileagecurve.com/acura-mdx-2001-2006/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-02,2026-09-08
mileagecurve,https://mileagecurve.com/acura-mdx-2007-2013/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/acura-mdx-2014-2020/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/audi-a4-1996-2001/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/audi-a4-2002-2005/,NEUTRAL,Crawled - currently not indexed,SUCCESSFUL,ALLOWED,2026-08-15,2026-09-08
mileagecurve,https://mileagecurve.com/audi-a4-2006-2008/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/audi-a4-2009-2016/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-06,2026-09-08
mileagecurve,https://mileagecurve.com/chevrolet-hhr-2006-2011/,NEUTRAL,URL is unknown to Google,PAGE_FETCH_STATE_UNSPECIFIED,ROBOTS_TXT_STATE_UNSPECIFIED,,2026-09-08
mileagecurve,https://mileagecurve.com/saturn-ion-2003-2007/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/ford-freestar-2004-2007/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/mercury-grand-marquis-1992-1997/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-01,2026-09-08
mileagecurve,https://mileagecurve.com/mercury-grand-marquis-1998-2002/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/mercury-grand-marquis-2003-2011/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/lincoln-navigator-1998-2002/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/lincoln-navigator-2003-2006/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/lincoln-navigator-2007-2017/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/mitsubishi-outlander-2003-2006/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/mitsubishi-outlander-2007-2013/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/mitsubishi-outlander-2014-2020/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/volvo-xc90-2003-2014/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/volvo-xc90-2016-2025/,NEUTRAL,Crawled - currently not indexed,SUCCESSFUL,ALLOWED,2026-08-15,2026-09-08
mileagecurve,https://mileagecurve.com/lexus-rx-2004-2009/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/infiniti-g35-2003-2006/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/infiniti-g35-2007-2008/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/subaru-impreza-2002-2007/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/subaru-impreza-2008-2011/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/subaru-impreza-2012-2016/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/pontiac-grand-am-1992-1998/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/pontiac-grand-am-1999-2005/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-01,2026-09-08
mileagecurve,https://mileagecurve.com/oldsmobile-alero-1999-2004/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-15,2026-09-08
mileagecurve,https://mileagecurve.com/buick-lacrosse-2005-2009/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-02,2026-09-08
mileagecurve,https://mileagecurve.com/buick-lacrosse-2010-2016/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/chevrolet-colorado-2004-2012/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-15,2026-09-08
mileagecurve,https://mileagecurve.com/chevrolet-colorado-2015-2022/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/gmc-yukon-1992-1999/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/gmc-yukon-2000-2006/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-01,2026-09-08
mileagecurve,https://mileagecurve.com/gmc-yukon-2007-2014/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-21,2026-09-08
mileagecurve,https://mileagecurve.com/gmc-yukon-2015-2020/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-01,2026-09-08
mileagecurve,https://mileagecurve.com/mazda-cx-9-2007-2015/,NEUTRAL,Crawled - currently not indexed,SUCCESSFUL,ALLOWED,2026-08-21,2026-09-08
mileagecurve,https://mileagecurve.com/kia-sportage-1995-2002/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/kia-sportage-2005-2010/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-13,2026-09-08
mileagecurve,https://mileagecurve.com/kia-sportage-2011-2016/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/hyundai-accent-2000-2005/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-01,2026-09-08
mileagecurve,https://mileagecurve.com/hyundai-accent-2006-2011/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/hyundai-accent-2012-2017/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/nissan-frontier-1998-2004/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-27,2026-09-08
mileagecurve,https://mileagecurve.com/nissan-frontier-2005-2021/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-31,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-avalon-1995-1999/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-avalon-2000-2004/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-09-01,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-avalon-2005-2012/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
mileagecurve,https://mileagecurve.com/toyota-avalon-2013-2018/,PASS,Submitted and indexed,SUCCESSFUL,ALLOWED,2026-08-28,2026-09-08
